206,-2757,258855
2075796398,2270,-2821,258760
2075797101,2177,-2640,258920
2075797803,2257,-2632,258759
2075798505,2549,-2865,258788
2075799208,2238,-2564,258909
2075799909,2319,-2663,258988
2075800610,2195,-2650,258618
2075801313,2184,-2893,258796
2075802016,2131,-2839,258664
2075802718,2210,-2893,258688
2075803421,2274,-2713,259104
2075804124,2457,-2699,258734
2075804825,2441,-2693,258662
2075805526,2463,-2806,258692
2075806228,2291,-2838,258598
2075806930,2137,-2698,258690
2075807632,2186,-2810,258434
2075808335,2173,-2725,258928
2075809038,2124,-3023,258809
2075809739,2246,-2976,258498
2075810441,2155,-2724,258826
2075811144,2124,-2883,258836
2075811846,2315,-2619,258731
2075812548,2250,-2918,258522
2075813251,2349,-2806,258543
2075813952,2167,-2720,258856
2075814653,2279,-2934,258581
2075815356,2340,-2829,258580
2075816059,2261,-2820,258881
2075816761,2144,-2641,258568
2075817464,2163,-2688,258913
2075818167,2126,-3002,258868
2075818868,2431,-2630,258845
2075819569,2121,-2686,258621
2075820271,2153,-2860,258522
2075820973,2116,-2684,258633
2075821675,2379,-2706,258649
2075822378,2261,-2794,258706
2075823081,2073,-2748,258916
2075823782,2166,-2885,258871
2075824484,2283,-2838,258659
2075825186,2300,-2825,258618
2075825888,2309,-2953,258473
2075826590,2207,-2809,258912
2075827293,2331,-2836,258824
2075827994,2151,-2737,258742
2075828695,2094,-2795,258815
2075829397,2421,-2877,258657
2075830099,2197,-2871,258799
2075830801,2100,-2672,258688
2075831504,2264,-2853,258696
2075832207,2184,-2808,258712
2075832908,2108,-2774,258540
2075833609,2150,-2725,259040
2075834311,2313,-2717,258764
2075835013,2329,-2995,258869
2075835714,2266,-2756,258804
2075836417,2327,-2894,258627
2075837120,2254,-2523,258761
2075837821,2284,-2815,258527
2075838522,2001,-2770,258943
2075839224,2228,-2685,258964
2075839925,2276,-2854,258667
2075840626,2204,-2922,258790
2075841329,2239,-2824,258636
2075842032,2167,-2763,258687
2075842733,2138,-2619,258756
2075843435,2347,-2853,258907
2075844137,2319,-2576,258846
2075844838,2198,-2640,258649
2075845539,2301,-2676,258727
2075846242,2100,-2825,258574
2075846944,2068,-2668,258970
2075847645,2358,-2733,258568
2075848347,2422,-2565,258969
2075849049,2251,-2723,258715
2075849750,2405,-2790,258946
2075850453,2287,-2787,258622
2075851156,2313,-2625,258901
2075851858,2349,-2786,259111
2075852560,2170,-2756,258804
2075853262,2317,-2857,258754
2075853963,2364,-2851,258696
2075854664,2347,-2625,259108
2075855367,2329,-2807,258955
2075856070,2404,-2745,258853
2075856772,1967,-2795,258640
2075857475,2299,-2890,258676
2075858177,2019,-2843,258853
2075858878,2309,-2927,258605
2075859579,2511,-2837,258865
2075860282,2113,-2758,258963
2075860984,2359,-2766,258842
2075861686,2356,-2895,258740
2075862389,2142,-2715,258805
2075863092,2394,-2739,258411
2075863793,2130,-2794,258923
2075864495,2505,-2807,258810
2075865197,2292,-2926,258513
2075865899,2382,-2829,258587
2075866601,2191,-2853,258982
2075867304,2220,-2632,258791
2075868007,2304,-2720,258511
2075868708,2258,-2747,258797
2075869410,2130,-2860,258641
2075870112,2400,-2830,258783
2075870814,2471,-2787,258734
2075871516,2193,-2915,258611
2075872219,2097,-2818,258733
2075872920,2115,-2897,258566
2075873621,2288,-2658,258586
2075874323,2099,-2631,258937
2075875025,2085,-2865,258716
2075875727,2156,-2812,258785
2075876430,2437,-2785,258634
2075877133,2257,-2691,258516
2075877834,2270,-2793,258874
2075878535,2316,-2839,258683
2075879237,2284,-2549,258651
2075879938,2263,-2667,258651
2075880640,2200,-2816,258582
2075881343,2107,-2585,259050
2075882046,2322,-2799,258611
2075882747,2300,-2762,258761
2075883449,2253,-2796,258592
2075884151,2302,-2991,258742
2075884852,2320,-2538,258651
2075885554,2383,-2776,259040
2075886257,2279,-2739,259036
2075886959,2130,-2642,258689
2075887660,2194,-2774,258687
2075888362,2181,-2794,258453
2075889064,2338,-2798,258658
2075889765,2256,-2742,258796
2075890468,2193,-2883,258550
2075891171,2263,-2670,258753
2075891873,2479,-2622,258543
2075892574,2203,-2704,258416
2075893276,2417,-2694,258805
2075893977,2269,-2715,258718
2075894679,2325,-2867,258667
2075895382,2261,-2675,258707
2075896085,2091,-2738,258399
2075896786,2479,-2866,258970
2075897488,2193,-2996,258784
2075898191,2186,-2846,258532
2075898893,2233,-2775,258791
2075899595,2109,-2765,258795
2075900298,2116,-2802,258422
2075901001,2270,-2619,258492
2075901703,2013,-2794,258878
2075902406,2451,-2722,258652
2075903109,2276,-2690,258477
2075903810,2233,-2736,258535
2075904511,2412,-2735,258854
2075905214,2335,-2772,258635
2075905916,2190,-2796,259063
2075906617,2387,-2914,258683
2075907319,2225,-2642,258908
2075908021,2228,-2751,258466
2075908722,2282,-2573,258611
2075909425,2212,-2799,258833
2075910128,2352,-2669,258377
2075910830,2126,-2825,258430
2075911531,2301,-2945,258765
2075912233,2341,-2887,258828
2075912934,2295,-2832,258953
2075913635,2268,-2706,258594
2075914338,2315,-2782,258540
2075915041,2406,-2926,258483
2075915743,2400,-2687,259000
2075916445,2461,-2726,258679
2075917147,2284,-2669,258571
2075917848,2176,-2806,258697
2075918549,2232,-2822,258473
2075919252,2295,-2790,258879
2075919954,2211,-2620,258870
2075920655,2176,-2904,258779
2075921357,2343,-2708,258651
2075922059,2471,-2742,258473
2075922760,2323,-2704,258858
2075923463,2419,-2834,258835
2075924166,2467,-2798,258464
2075924868,2278,-2832,258648
2075925569,2302,-2793,258617
2075926271,2331,-2524,258737
2075926972,2235,-2860,258539
2075927673,2384,-2740,258645
2075928376,2315,-2539,258550
2075929079,2340,-2765,258651
2075929781,2289,-2765,258563
2075930484,2312,-2833,258793
2075931186,2343,-2799,258818
2075931887,2316,-2673,258912
2075932588,2287,-2596,258843
2075933290,2369,-2923,259228
2075933992,2197,-2868,258764
2075934694,2260,-2872,258631
2075935397,2431,-2684,258719
2075936099,2266,-2916,258543
2075936800,2365,-2837,259026
2075937502,2040,-2622,258730
2075938205,2468,-2635,258845
2075938907,2316,-2825,258621
2075939609,2497,-2787,258870
2075940312,2167,-2714,258783
2075941014,2275,-2876,258515
2075941715,2278,-2809,258561
2075942417,2382,-2909,258944
2075943120,2395,-2799,258820
2075943822,2280,-2879,258682
2075944524,2350,-2954,258634
2075945227,2239,-2706,258788
2075945928,2360,-2867,258895
2075946629,2430,-2694,258875
2075947331,2428,-2627,258932
2075948033,2149,-2803,258616
2075948735,2364,-2874,258732
2075949438,2296,-2821,258724
2075950141,2270,-2758,258567
2075950842,2385,-2670,258613
2075951543,1917,-2880,258781
2075952245,2259,-2751,258827
2075952946,2440,-2734,258549
2075953648,2190,-2942,258705
2075954351,2260,-2778,258779
2075955054,2382,-2981,258548
2075955755,2427,-2945,258675
2075956457,2215,-2671,258650
2075957159,2106,-2798,258566
2075957860,2171,-2864,258609
2075958562,2145,-2789,258805
2075959265,2323,-2832,258521
2075959966,2286,-2634,258816
2075960667,2102,-2904,258508
2075961369,2142,-2669,258557
2075962071,2166,-2702,258463
2075962772,2208,-2713,258466
2075963475,2331,-2821,258812
2075964178,2329,-2690,258660
2075964879,2455,-2864,258941
2075965580,2187,-2848,258657
2075966282,2307,-2673,258608
2075966983,2407,-2681,258559
2075967685,2269,-2927,258707
2075968388,2336,-2906,258478
2075969091,2216,-2744,258621
2075969792,2254,-2825,258603
2075970494,2405,-2609,258434
2075971197,2330,-2614,258829
2075971899,2314,-2802,258648
2075972601,2262,-2871,258941
2075973304,2368,-2673,258443
2075974007,2332,-2909,258540
2075974708,2291,-2918,258692
2075975410,2266,-2711,258705
2075976113,2368,-2552,258703
2075976815,2155,-2845,258843
2075977517,2277,-2875,258509
2075978220,2356,-2711,258482
2075978921,2192,-2920,258856
2075979622,2175,-2839,258768
2075980325,2203,-2726,258496
2075981028,2212,-2797,258838
2075981730,2165,-2906,258674
2075982433,2265,-2910,259083
2075983136,2293,-2909,258806
2075983837,2362,-2650,258760
2075984538,2178,-2774,258562
2075985240,2462,-2657,258600
2075985942,2154,-2697,258660
2075986644,2119,-2814,258722
2075987347,2149,-2905,258543
2075988050,2212,-2877,258885
2075988751,2072,-2699,258827
2075989453,2184,-2780,258831
2075990155,2214,-2918,258823
2075990856,2253,-2672,258716
2075991558,2264,-2884,258504
2075992261,2133,-2709,258869
2075992962,2201,-2776,258759
2075993663,2150,-2732,258843
2075994365,1996,-2725,258801
2075995067,2313,-2793,258689
2075995769,2154,-2842,258510
2075996472,2341,-2828,258649
2075997175,2126,-3000,259016
2075997876,2185,-2724,258890
2075998577,2065,-2609,258886
2075999279,2124,-2516,258560
2075999980,2215,-2821,258776
2076000681,2266,-2728,258647
2076001384,2111,-2679,258969
2076002087,2098,-2843,258608
2076002789,2114,-2922,258688
2076003492,2374,-2792,258574
2076004194,2100,-2868,258524
2076004895,2118,-2828,258746
2076005596,2376,-2731,258901
2076006299,2175,-2872,258645
2076007002,2261,-2613,258699
2076007704,2283,-2594,258819
2076008407,2267,-2748,258856
2076009109,2373,-2771,258729
2076009810,2138,-2799,258668
2076010511,2251,-2823,258890
2076011214,2310,-2865,259068
2076011916,2294,-2733,258698
2076012618,2368,-2780,259008
2076013321,2095,-2783,258875
2076014024,2125,-2909,258535
2076014725,2176,-2867,258539
2076015427,2181,-2802,258515
2076016129,2360,-2684,258921
2076016831,2366,-2729,258671
2076017533,2385,-2735,258689
2076018236,2252,-2703,258355
2076018937,2371,-2696,258524
2076019638,2206,-2703,258787
2076020340,2187,-2788,258966
2076021042,2305,-2731,258600
2076021743,2232,-2734,258795
2076022446,2405,-2703,258613
2076023149,2088,-2932,258683
2076023851,2347,-2733,259165
2076024552,2070,-3068,258833
2076025254,2198,-2747,258780
2076025955,2097,-2891,258760
2076026656,2282,-2917,258915
2076027359,2164,-2669,258505
2076028062,2185,-2875,258890
2076028763,2273,-2641,258366
2076029465,2242,-2758,258796
2076030167,2267,-2720,258722
2076030868,2289,-2742,258424
2076031569,2061,-2587,258845
2076032272,2136,-2756,258690
2076032974,2065,-2673,258728
2076033676,2271,-2869,258876
2076034378,2082,-2900,258605
2076035080,2302,-2672,258687
2076035781,2253,-2962,258789
2076036484,2256,-2739,258647
2076037187,2257,-2533,258526
2076037889,2401,-2750,258347
2076038591,2388,-2842,258565
2076039293,2293,-2749,258833
2076039994,2027,-2941,258946
2076040695,2194,-2883,258540
2076041398,2284,-2758,258697
2076042101,2293,-2753,258712
2076042803,2188,-2749,258744
2076043505,2203,-2848,258855
2076044208,2287,-2893,258664
2076044909,2276,-2981,258747
2076045610,2313,-2767,258956
2076046313,2288,-2717,258690
2076047016,2191,-2679,258927
2076047718,2290,-2736,258664
2076048421,2032,-2756,258345
2076049124,2060,-2740,258800
2076049825,2340,-2842,258536
2076050526,2174,-2794,258373
2076051228,2097,-2778,258697
2076051929,2211,-2946,258622
2076052631,2270,-2725,258970
2076053334,2462,-2716,258668
2076054037,2288,-2727,258705
2076054738,2156,-2788,258758
2076055440,2176,-2749,258430
2076056142,2208,-2739,258512
2076056843,2420,-2834,258477
2076057544,2342,-2811,258658
2076058247,2252,-2534,258746
2076058949,2234,-2734,258448
2076059651,2400,-2694,258647
2076060354,2306,-2964,258888
2076061057,2161,-2681,258760
2076061758,2336,-2697,258576
2076062460,2275,-2724,258467
2076063162,2201,-2796,258878
2076063864,2275,-2733,258611
2076064566,2323,-2696,258725
2076065269,2455,-2680,258631
2076065971,2223,-2987,258631
2076066672,2359,-2819,258653
2076067374,2252,-2894,259117
2076068076,2207,-2892,258787
2076068777,2342,-2902,258696
2076069480,2350,-2790,258642
2076070183,2276,-2913,258626
2076070885,2234,-2973,258689
2076071587,2354,-2901,258659
2076072290,2368,-2897,258717
2076072991,2274,-2722,258734
2076073692,2457,-2636,258737
2076074394,2349,-2644,258615
2076075097,2098,-2858,258631
2076075799,2432,-2774,258900
2076076502,2211,-2996,258782
2076077205,2280,-2740,258762
2076077906,2310,-2932,258540
2076078607,2204,-2711,258864
2076079309,2237,-2756,258522
2076080011,2471,-2767,258499
2076080712,2158,-2676,258839
2076081415,2286,-2786,258833
2076082118,2455,-2973,258797
2076082820,2378,-2915,258556
2076083521,2324,-2843,258740
2076084223,2301,-2689,258720
2076084924,2397,-2653,258915
2076085625,2351,-2775,258789
2076086328,2152,-2925,258969
2076087031,2446,-2656,258738
2076087733,2350,-2697,258703
2076088436,2337,-2862,258715
2076089139,2251,-2762,258732
2076089840,2520,-2840,258359
2076090541,2253,-2689,258617
2076091243,2172,-2654,258853
2076091944,2318,-2996,258856
2076092646,2277,-2677,258590
2076093349,2283,-2819,258860
2076094052,2152,-2666,258571
2076094753,2325,-2714,258465
2076095455,2223,-2699,258765
2076096157,2239,-2768,258670
2076096858,2329,-2833,258715
2076097559,2289,-2877,258660
2076098262,2369,-2834,258616
2076098964,2313,-2457,258494
2076099666,2447,-2724,258633
2076100368,2367,-2759,258777
2076101070,2565,-2754,259012
2076101771,2548,-2940,258449
2076102473,2275,-2626,258546
2076103176,2212,-2750,258297
2076103878,2372,-2793,258540
2076104580,2356,-2768,258903
2076105283,2314,-2918,258823
2076105984,2306,-3012,258609
2076106685,2072,-2531,258822
2076107388,2381,-2778,258867
2076108091,2262,-2574,258880
2076108793,2310,-2591,258658
2076109496,2431,-2867,258453
2076110198,2263,-2907,258559
2076110899,2272,-2699,258517
2076111600,2277,-3051,258672
2076112303,2451,-2811,258872
2076113006,2396,-2803,258543
2076113708,2329,-2708,258810
2076114411,2348,-2807,258708
2076115114,2342,-2497,258518
2076115815,2455,-2746,258683
2076116516,2315,-2792,258658
2076117218,2190,-2799,258718
2076117919,2440,-2568,258857
2076118620,2415,-2825,258464
2076119323,2386,-2770,258817
2076120026,2270,-2790,258390
2076120728,2212,-2535,258721
2076121430,2331,-2651,258764
2076122132,2421,-2655,258389
2076122833,2170,-2814,258849
2076123534,2193,-2837,258452
2076124237,2329,-2752,258766
2076255448,2366,-2800,259084
2076256151,2322,-2800,258816
2076256852,2494,-2935,258825
2076257553,2523,-2528,258716
2076258255,2421,-2796,258909
2076258957,2558,-2900,258583
2076259659,2196,-2712,258453
2076260362,2098,-2902,258776
2076261065,2256,-2650,258699
2076261766,2294,-2981,258555
2076262468,2068,-2741,258565
2076263170,2385,-2795,258397
2076263871,2230,-2894,258774
2076264573,2381,-2936,258975
2076265276,2232,-2735,258571
2076265978,2425,-2770,258606
2076266680,2235,-2840,258821
2076267383,2318,-3023,258883
2076268086,2394,-2828,258514
2076268787,2298,-2694,258667
2076269489,2277,-2898,258801
2076270191,2464,-2811,258505
2076270892,2277,-2779,258729
2076271594,2089,-2605,258901
2076272297,2342,-2806,258857
2076272998,2210,-2740,258939
2076273699,2464,-2871,258631
2076274401,2156,-2708,258802
2076275103,2272,-2675,258813
2076275804,2297,-2843,258493
2076276506,2411,-2757,258573
2076277209,1949,-2805,258527
2076277910,2361,-2734,258670
2076278611,2252,-2760,258846
2076279313,2388,-2908,258619
2076280015,2303,-3023,258576
2076280716,2313,-2796,258753
2076281419,2125,-2805,258702
2076282122,2199,-2815,258564
2076282824,2158,-2783,258459
2076283525,2426,-2900,258634
2076284227,2440,-2639,258947
2076284928,2257,-2662,258700
2076285629,2302,-2700,258876
2076286332,2161,-2799,258892
2076287035,2315,-2674,258698
2076287737,2329,-2769,258660
2076288440,2410,-2932,258647
2076289143,2154,-2805,258357
2076289844,2329,-2821,259066
2076290545,2552,-2671,258747
2076291247,2307,-2919,258653
2076291949,2401,-2745,258542
2076292651,2257,-2840,258670
2076293354,2239,-2961,258435
2076294057,2131,-2857,258841
2076294758,2410,-2777,258740
2076295460,2400,-2756,258186
2076296162,2275,-2702,258401
2076296863,2347,-2834,258658
2076297564,2348,-2698,258540
2076298267,2240,-2856,258847
2076298969,2272,-2897,258876
2076299670,2220,-2748,258877
2076300372,2241,-2636,258746
2076301074,2009,-2867,258539
2076301775,2404,-2925,258489
2076302478,2473,-2754,259022
2076303181,2220,-2913,258712
2076303883,2167,-2950,258697
2076304585,2373,-2613,258917
2076305288,1992,-2798,258532
2076305989,2203,-2700,258760
2076306690,2061,-2869,259052
2076307393,2351,-2910,258658
2076308096,2199,-2731,258475
2076308798,2276,-2670,258507
2076309501,2124,-2673,258620
2076310203,2198,-2492,258991
2076310904,2229,-2811,258506
2076311605,2418,-2901,258563
2076312308,2459,-2644,258732
2076313011,2280,-2819,258856
2076313713,2346,-2690,258939
2076314416,2305,-2801,258699
2076315119,2174,-2856,258816
2076315820,2226,-2863,258635
2076316521,2145,-2855,258720
2076317223,2308,-2709,258603
2076317924,2130,-2756,258782
2076318625,2194,-2792,259041
2076319328,2111,-2672,258457
2076320031,1963,-2582,258732
2076320733,2198,-2767,258955
2076321436,2369,-2772,258450
2076322138,2333,-2826,258732
2076322839,2380,-2766,259075
2076323540,2345,-2975,258663
2076324242,2306,-2898,258719
2076324943,2232,-2785,258653
2076325645,2118,-2684,258863
2076326348,2326,-2830,258786
2076327051,2174,-3004,258949
2076327752,2591,-2783,258631
2076328454,2355,-2648,258548
2076329156,2383,-2661,258789
2076329857,2188,-2898,258927
2076330558,2205,-2622,258791
2076331261,2098,-2709,258441
2076331963,2221,-2787,258780
2076332664,2229,-2756,258820
2076333366,2163,-3037,258527
2076334068,2363,-2655,259001
2076334769,2220,-2713,258445
2076335472,2233,-2655,258881
2076336175,2112,-2697,259013
2076336877,2151,-2823,258808
2076337579,2080,-2784,258821
2076338282,2298,-2807,258576
2076338983,2385,-3045,258612
2076339685,2118,-2728,258710
2076340388,2322,-2839,258594
2076341091,2246,-2875,258706
2076341792,2129,-2875,259119
2076342494,2235,-2754,258792
2076343196,2025,-2868,258638
2076343897,2427,-2863,258617
2076344598,2181,-2612,258665
2076345301,2343,-2824,258814
2076346004,2204,-2734,258774
2076346706,2202,-2698,258804
2076347409,2356,-2629,258801
2076348111,1962,-2643,258710
2076348812,2248,-2878,258542
2076349513,2215,-2746,258724
2076350216,2320,-2996,258748
2076350918,2319,-2778,258562
2076351620,2055,-2850,258734
2076352323,2134,-2746,258906
2076353025,2328,-2761,258894
2076353726,2507,-2880,258979
2076354428,2403,-2776,258739
2076355130,2248,-2821,258940
2076355832,2382,-2708,258996
2076356534,2284,-2837,258944
2076357237,2395,-2652,258579
2076357938,2104,-2643,258945
2076358639,2190,-2649,258909
2076359341,2350,-2760,258845
2076360043,2226,-2805,258895
2076360744,2302,-2687,258697
2076361447,2513,-2839,259053
